collection_no,record_type,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,reference_nos,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,time_bins,time_contain,time_major,time_buffer,time_overlap,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,research_group,primary_reference,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified,direct_ma,direct_ma_error,direct_ma_method,formation_alt,member_alt,stratgroup_alt,interval_lb,interval_ub,rock_no_sr,formation_no,rock_unit_senior,rock2_no_sr,formation2_no,rock_unit_senior2,ma_lb,ma_ub,zone_species,non_taxon_zone,non_taxon_zone_label
78269,col,-76.50972,37.23389,"Station 2249a [Moore House Mbr, Yorktown Fm]",0,,59,Late Pliocene,Late Pliocene,3.6,2.588,Ward,1993,26351,26351,US,Virginia,York,stated in text,seconds,outcrop,"SPECIFIC LOCATION: York River, above Yorktown, York Co., Virginia. LAT/LONG: estimated based on Yorktown, Virginia.",gp_mid,-75.18,37.65,109,Yorktown,,Moore House,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: Probably from the Moore House Mbr of the Yorktown Fm, which unconformably overlies regionally the Morgarts Beach and Rushmere Mbrs of the Yorkown Fm, and is unconformably overlain regionally by the Chowan River Fm. AGE: Late Pliocene according to Ward (1993). STRATIGRAPHIC POSITION: From unknown position within the Moore House Mbr.",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,SPECIFIC LITHOLOGY: Very shelly bed. LITHIFICATION: Unknown.,"""siliciclastic""",shelly/skeletal,,,Y,,,,,,coastal indet.,,"ENVIRONMENT: Not stated in text, but appears to be relatively shallow shelf depths.",general faunal/floral,"surface (in situ),field collection",UNSM,,,,Harris,1890,"COLLECTOR: G.D. Harris, 1890. REPOSITORY: USNM.","COVERAGE: Not exhaustive (as commented by Ward 1993, p. 3), but includes fairly comprehensive lists of characteristic gastropods and bivalves. NOMENCLATURE: Lists compiled by R. Arnold, based on identifications by Harris, with nomenclature subsequently revised by Ward to a modern standard, with species-resolution assignments.",marine invertebrate,"L. W. Ward. 1993. The G.D Harris 1890 manuscript on the stratigraphy of Miocene and Pliocene beds at Yorktown, Virginia. Paleontological Research Institute Special Publication 20:1-118",167,167,0,A. Hendy,A. Hendy,,1/31/08,11/25/13,0,0,,,,,Pc1,Pc1,18892,18896,Yorktown (Moore House),0,0,,3.6,3.25,,,
78270,col,-76.50972,37.23389,"Station 2249b [Moore House Mbr, Yorktown Fm]",0,,37,Late Pliocene,Late Pliocene,3.6,2.588,Ward,1993,26351,26351,US,Virginia,York,stated in text,seconds,outcrop,"SPECIFIC LOCATION: York River, above Yorktown, York Co., Virginia. LAT/LONG: estimated based on Yorktown, Virginia.",gp_mid,-75.18,37.65,109,Yorktown,,Moore House,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: Probably from the Moore House Mbr of the Yorktown Fm, which unconformably overlies regionally the Morgarts Beach and Rushmere Mbrs of the Yorkown Fm, and is unconformably overlain regionally by the Chowan River Fm. AGE: Late Pliocene according to Ward (1993). STRATIGRAPHIC POSITION: From unknown position within the Moore House Mbr.",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Unknown, probably siliciclastic. LITHIFICATION: Unknown.","""siliciclastic""",,,,Y,,,,,,coastal indet.,,"ENVIRONMENT: Not stated in text, but appears to be relatively shallow shelf depths.",general faunal/floral,"surface (in situ),field collection",UNSM,,,,Harris,1890,"COLLECTOR: G.D. Harris, 1890. REPOSITORY: USNM.","COVERAGE: Not exhaustive (as commented by Ward 1993, p. 3), but includes fairly comprehensive lists of characteristic gastropods and bivalves. NOMENCLATURE: Lists compiled by R. Arnold, based on identifications by Harris, with nomenclature subsequently revised by Ward to a modern standard, with species-resolution assignments.",marine invertebrate,"L. W. Ward. 1993. The G.D Harris 1890 manuscript on the stratigraphy of Miocene and Pliocene beds at Yorktown, Virginia. Paleontological Research Institute Special Publication 20:1-118",167,167,0,A. Hendy,A. Hendy,,1/31/08,11/25/13,0,0,,,,,Pc1,Pc1,18892,18896,Yorktown (Moore House),0,0,,3.6,3.25,,,
78271,col,-76.50472,37.24583,"Station 2251 [Moore House Mbr, Yorktown Fm]",0,,24,Late Pliocene,Late Pliocene,3.6,2.588,Ward,1993,26351,26351,US,Virginia,Gloucester,stated in text,seconds,outcrop,"SPECIFIC LOCATION: Gloucester Point, York River, Gloucester Co., Virginia. LAT/LONG: estimated based on Gloucester Point, Virginia.",gp_mid,-75.18,37.66,109,Yorktown,,Moore House,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: Probably from the Moore House Mbr of the Yorktown Fm, which unconformably overlies regionally the Morgarts Beach and Rushmere Mbrs of the Yorkown Fm, and is unconformably overlain regionally by the Chowan River Fm. AGE: Late Pliocene according to Ward (1993). STRATIGRAPHIC POSITION: From unknown position within the Moore House Mbr.",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Unknown, probably siliciclastic. LITHIFICATION: Unknown.","""siliciclastic""",,,,Y,,,,,,coastal indet.,,"ENVIRONMENT: Not stated in text, but appears to be relatively shallow shelf depths.",general faunal/floral,"surface (in situ),field collection",UNSM,,,,Harris,1890,"COLLECTOR: G.D. Harris, 1890. REPOSITORY: USNM.","COVERAGE: Not exhaustive (as commented by Ward 1993, p. 3), but includes fairly comprehensive lists of characteristic gastropods and bivalves. NOMENCLATURE: Lists compiled by R. Arnold, based on identifications by Harris, with nomenclature subsequently revised by Ward to a modern standard, with species-resolution assignments.",marine invertebrate,"L. W. Ward. 1993. The G.D Harris 1890 manuscript on the stratigraphy of Miocene and Pliocene beds at Yorktown, Virginia. Paleontological Research Institute Special Publication 20:1-118",167,167,167,A. Hendy,A. Hendy,A. Hendy,1/31/08,11/25/13,0,0,,,,,Pc1,Pc1,18892,18896,Yorktown (Moore House),0,0,,3.6,3.25,,,
78272,col,-76.57056,37.26889,"Station 2250 [Rushmere Mbr, Yorktown Fm]",0,,23,Late Pliocene,Late Pliocene,3.6,2.588,Ward,1993,26351,26351,US,Virginia,Gloucester,stated in text,seconds,outcrop,"SPECIFIC LOCATION: Bellefield, above Yorktown, York Co., Virginia. LAT/LONG: estimated based on Bellfield, Virginia.",gp_mid,-75.24,37.68,109,Yorktown,,Rushmere,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From the Rushmere Mbr of the Yorktown Fm, which unconformably overlies regionally the Sunken Meadow Mbr of the Yorktown Fm (Early Pliocene), and is unconformably overlain regionally by the Moore House Mbr of the Yorktown Fm. AGE: Late Pliocene according to Ward (1993). STRATIGRAPHIC POSITION: From unknown position within the Rushmere Mbr.",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Unknown, probably siliciclastic. LITHIFICATION: Unknown.","""siliciclastic""",,,,Y,,,,,,coastal indet.,,"ENVIRONMENT: Not stated in text, but appears to be relatively shallow shelf depths.",general faunal/floral,"surface (in situ),field collection",UNSM,,,,Harris,1890,"COLLECTOR: G.D. Harris, 1890. REPOSITORY: USNM.","COVERAGE: Not exhaustive (as commented by Ward 1993, p. 3), but includes fairly comprehensive lists of characteristic gastropods and bivalves. NOMENCLATURE: Lists compiled by R. Arnold, based on identifications by Harris, with nomenclature subsequently revised by Ward to a modern standard, with species-resolution assignments.",marine invertebrate,"L. W. Ward. 1993. The G.D Harris 1890 manuscript on the stratigraphy of Miocene and Pliocene beds at Yorktown, Virginia. Paleontological Research Institute Special Publication 20:1-118",167,167,167,A. Hendy,A. Hendy,A. Hendy,1/31/08,11/25/13,0,0,,,,,Pc1,Pc1,18894,18896,Yorktown (Rushmere),0,0,,3.6,3.25,,,
79248,col,-78.05417,34.89667,"PRI Loc. 1525 (sample 1, replicate B) [Yorktown Fm]",0,,29,Pliocene,Pliocene,5.33,2.588,Hendy et al.,2008,19909,19909,US,North Carolina,,based on nearby landmark,seconds,small collection,"SPECIFIC LOCATION: Unknown locality, North Carolina. LAT/LONG: estimate based on Magnolia, Duplin Co., North Carolina.",gp_mid,-76.36,35.47,109,Yorktown,,,bed,,,,,,,,STRATIGRAPHIC RELATIONS: Probably from the Yorktown Formation. AGE: Late Pliocene. STRATIGRAPHIC POSITION: Unknown position within formation.,Zanclean,-,Zanclean,"Zanclean, Piacenzian","Zanclean, Piacenzian","SPECIFIC LITHOLOGY: Coarse, sandy marl, shelly. LITHIFICATION: Unlithified, based on observation of specimens.",sandstone,"coarse,shelly/skeletal",unlithified,,Y,,,,,,coastal indet.,,"ENVIRONMENT: Shallow-marine, restricted/sheltered, fine-grained siliciclastic environment.",paleoecologic,"bulk,sieve,field collection",PRI,,,,,,"COLLECTOR: Unknown. REPOSITORY: PRI, Ithaca. FIDELITY: Moderate ecological fidelity.","COVERAGE: Exhaustive for gastropoda, bivalvia and other macroinvertebrates. NOMENCLATURE: Lists, counts, and identifications compiled by A. Hendy, in reference to Glenn (1904), Martin (1904), Gardner (1947), Ward (1992), and Ward and Gillinsky (1993).","GCP,marine invertebrate","A. J. W. Hendy, D. P. Buick, and K. V. Bulinski, C. A. Ferguson, A. I. Miller. 2008. Unpublished census data from Atlantic coastal plain and circum-Caribbean Neogene assemblages and taxonomic opinions.",167,167,351,A. Hendy,A. Hendy,L. Eccles,2/28/08,11/25/13,0,0,,,,,Pc1,Pc1,18896,18896,Yorktown,0,0,,5.1,3.25,,,
79249,col,-78.05417,34.89667,"PRI Loc. 1525 (sample 1, replicate C) [Yorktown Fm]",0,,30,Pliocene,Pliocene,5.33,2.588,Hendy et al.,2008,19909,19909,US,North Carolina,,based on nearby landmark,seconds,small collection,"SPECIFIC LOCATION: Unknown locality, North Carolina. LAT/LONG: estimate based on Magnolia, Duplin Co., North Carolina.",gp_mid,-76.36,35.47,109,Yorktown,,,bed,,,,,,,,STRATIGRAPHIC RELATIONS: Probably from the Yorktown Formation. AGE: Late Pliocene. STRATIGRAPHIC POSITION: Unknown position within formation.,Zanclean,-,Zanclean,"Zanclean, Piacenzian","Zanclean, Piacenzian","SPECIFIC LITHOLOGY: Coarse, sandy marl, shelly. LITHIFICATION: Unlithified, based on observation of specimens.",sandstone,"coarse,shelly/skeletal",unlithified,,Y,,,,,,coastal indet.,,"ENVIRONMENT: Shallow-marine, restricted/sheltered, fine-grained siliciclastic environment.",paleoecologic,"bulk,sieve,field collection",PRI,,,,,,"COLLECTOR: Unknown. REPOSITORY: PRI, Ithaca. FIDELITY: Moderate ecological fidelity.","COVERAGE: Exhaustive for gastropoda, bivalvia and other macroinvertebrates. NOMENCLATURE: Lists, counts, and identifications compiled by A. Hendy, in reference to Glenn (1904), Martin (1904), Gardner (1947), Ward (1992), and Ward and Gillinsky (1993).","GCP,marine invertebrate","A. J. W. Hendy, D. P. Buick, and K. V. Bulinski, C. A. Ferguson, A. I. Miller. 2008. Unpublished census data from Atlantic coastal plain and circum-Caribbean Neogene assemblages and taxonomic opinions.",167,167,351,A. Hendy,A. Hendy,L. Eccles,2/28/08,11/25/13,0,0,,,,,Pc1,Pc1,18896,18896,Yorktown,0,0,,5.1,3.25,,,
79341,col,-78.05417,34.89667,"PRI Loc. 1619 (sample 2, replicate A) - Duplin Fm",0,,29,Late Pliocene,Late Pliocene,3.6,2.588,Hendy et al.,2008,19909,19909,US,North Carolina,Duplin,based on nearby landmark,seconds,small collection,"SPECIFIC LOCATION: Natural Well, 1.5 mi. N of Magnolia, Duplin Co., North Carolina. LAT/LONG: estimate based on Magnolia, Duplin Co., North Carolina.",gp_mid,-76.79,35.33,109,Duplin,,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From the Duplin Formation. AGE: Late Pliocene. Campbell (1974) suggested an age of zone N-20, or about 3.0-3.5 Ma for the type section of the Duplin Fm at Natural Well, late Pliocene age. STRATIGRAPHIC POSITION: ""Brown phase"".",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Coarse, sandy marl, shelly. LITHIFICATION: Unlithified, based on observation of specimens.",sandstone,"coarse,shelly/skeletal",unlithified,,Y,,,,,,coastal indet.,,"ENVIRONMENT: Shallow-marine, restricted/sheltered, fine-grained siliciclastic environment.",paleoecologic,"bulk,sieve,field collection",PRI,,,,Smith,1937,"COLLECTOR: B. Smith, April 2, 1937. REPOSITORY: PRI. FIDELITY: Moderate ecological fidelity.","TAXONOMY: Identified by A. Hendy; nomenclature based on revision of Gardner (1943) [PBDB Ref# 16984], Campbell and Campbell (1995) and Ward (1992) [16985].","GCP,marine invertebrate","A. J. W. Hendy, D. P. Buick, and K. V. Bulinski, C. A. Ferguson, A. I. Miller. 2008. Unpublished census data from Atlantic coastal plain and circum-Caribbean Neogene assemblages and taxonomic opinions.",167,167,351,A. Hendy,A. Hendy,L. Eccles,3/2/08,11/25/13,0,0,,,,,Pc1,Pc1,18860,18860,Duplin,0,0,,3.6,2.6,,,
79342,col,-78.05417,34.89667,"PRI Loc. 1619 (sample 2, replicate B) - Duplin Fm",0,,29,Late Pliocene,Late Pliocene,3.6,2.588,Hendy et al.,2008,19909,19909,US,North Carolina,Duplin,based on nearby landmark,seconds,small collection,"SPECIFIC LOCATION: Natural Well, 1.5 mi. N of Magnolia, Duplin Co., North Carolina. LAT/LONG: estimate based on Magnolia, Duplin Co., North Carolina.",gp_mid,-76.79,35.33,109,Duplin,,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From the Duplin Formation. AGE: Late Pliocene. Campbell (1974) suggested an age of zone N-20, or about 3.0-3.5 Ma for the type section of the Duplin Fm at Natural Well, late Pliocene age. STRATIGRAPHIC POSITION: ""Brown phase"".",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Coarse, sandy marl, shelly. LITHIFICATION: Unlithified, based on observation of specimens.",sandstone,"coarse,shelly/skeletal",unlithified,,Y,,,,,,coastal indet.,,"ENVIRONMENT: Shallow-marine, restricted/sheltered, fine-grained siliciclastic environment.",paleoecologic,"bulk,sieve,field collection",PRI,,,,Smith,1937,"COLLECTOR: B. Smith, April 2, 1937. REPOSITORY: PRI. FIDELITY: Moderate ecological fidelity.","TAXONOMY: Identified by A. Hendy; nomenclature based on revision of Gardner (1943) [PBDB Ref# 16984], Campbell and Campbell (1995) and Ward (1992) [16985].","GCP,marine invertebrate","A. J. W. Hendy, D. P. Buick, and K. V. Bulinski, C. A. Ferguson, A. I. Miller. 2008. Unpublished census data from Atlantic coastal plain and circum-Caribbean Neogene assemblages and taxonomic opinions.",167,167,351,A. Hendy,A. Hendy,L. Eccles,3/2/08,11/25/13,0,0,,,,,Pc1,Pc1,18860,18860,Duplin,0,0,,3.6,2.6,,,
79343,col,-78.05417,34.89667,"PRI Loc. 1619 (sample 2, replicate C) - Duplin Fm",0,,25,Late Pliocene,Late Pliocene,3.6,2.588,Hendy et al.,2008,19909,19909,US,North Carolina,Duplin,based on nearby landmark,seconds,small collection,"SPECIFIC LOCATION: Natural Well, 1.5 mi. N of Magnolia, Duplin Co., North Carolina. LAT/LONG: estimate based on Magnolia, Duplin Co., North Carolina.",gp_mid,-76.79,35.33,109,Duplin,,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From the Duplin Formation. AGE: Late Pliocene. Campbell (1974) suggested an age of zone N-20, or about 3.0-3.5 Ma for the type section of the Duplin Fm at Natural Well, late Pliocene age. STRATIGRAPHIC POSITION: ""Brown phase"".",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Coarse, sandy marl, shelly. LITHIFICATION: Unlithified, based on observation of specimens.",sandstone,"coarse,shelly/skeletal",unlithified,,Y,,,,,,coastal indet.,,"ENVIRONMENT: Shallow-marine, restricted/sheltered, fine-grained siliciclastic environment.",paleoecologic,"bulk,sieve,field collection",PRI,,,,Smith,1937,"COLLECTOR: B. Smith, April 2, 1937. REPOSITORY: PRI. FIDELITY: Moderate ecological fidelity.","TAXONOMY: Identified by A. Hendy; nomenclature based on revision of Gardner (1943) [PBDB Ref# 16984], Campbell and Campbell (1995) and Ward (1992) [16985].","GCP,marine invertebrate","A. J. W. Hendy, D. P. Buick, and K. V. Bulinski, C. A. Ferguson, A. I. Miller. 2008. Unpublished census data from Atlantic coastal plain and circum-Caribbean Neogene assemblages and taxonomic opinions.",167,167,351,A. Hendy,A. Hendy,L. Eccles,3/2/08,11/25/13,0,0,,,,,Pc1,Pc1,18860,18860,Duplin,0,0,,3.6,2.6,,,
79709,col,-76.63444,37.06306,TU 77 - Burwell Bay [Yorktown Fm],0,,48,Late Pliocene,Late Pliocene,3.6,2.588,Vokes and Vokes,2000,31182,"1,990,931,182",US,Virginia,Isle of Wight,stated in text,seconds,outcrop,"SPECIFIC LOCATION: Burwell Bay, S shore of James River, N of Smithfield, Virginia, Isle of Wight Co., Virginia. LAT/LONG: estimated based on Burwell Bay, Virginia.\r\n",gp_mid,-75.31,37.48,109,Yorktown,,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From the Yorktown Fm, which unconformably overlies regionally the Eastover Fm (Late Miocene), and is unconformably overlain regionally by the Chowan River Fm. It is unknown from which member of the Yorktown Formation that this collection is derived. AGE: Early to early-Late Pliocene on the basis of known age-range of the Yorktown Formation (Ward, 1992). STRATIGRAPHIC POSITION: From unknown position within the formation.",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Sandstone. LITHIFICATION: Unlithified, on the basis of visual inspection of collection.",sandstone,,unlithified,,Y,,,,,,coastal indet.,,ENVIRONMENT: Shallow marine siliciclastic environment.,paleoecologic,"bulk,sieve,field collection",FMNH,,,,Evans,,"COLLECTOR: D. Evans. REPOSITORY: FLMNH, Gainesville, FL.","COVERAGE: Exhaustive for gastropoda, bivalvia and other macroinvertebrates. NOMENCLATURE: Lists, counts, and identifications compiled by A. Hendy, C. Ferguson, and D. Buick, in reference to Gardner (1947), and subsequent publications.",marine invertebrate,E. H. Vokes and H. E. Vokes. 2000. Catalogue of Tulane University fossil localities. Unpublished notes,167,167,167,A. Hendy,A. Hendy,A. Hendy,3/18/08,11/25/13,0,0,,,,,Pc1,Pc1,18896,18896,Yorktown,0,0,,3.6,3.25,,,
79959,col,-82.52917,27.32778,"Pincrest Member, Tamiami Formation (unspecified localities)",0,,93,Late Pliocene,Late Pliocene,3.6,2.588,Petuch and Roberts,2007,26813,"2,681,330,037",US,Florida,,based on nearby landmark,seconds,basin,"SPECIFIC LOCATION: Sarasota, Ocheechobee, PalmBeach, Lee, Monroe, Dade, and Collier counties, Florida. Stratotype is suggested to be the APAC section at Sarasota, Sarasota Co., Florida.  LAT/LONG: estimated based on Sarasota, Florida.",gp_mid,-81.43,27.82,109,Tamiami,Okeechobee,Pinecrest,member,,,,,,,,"STRATIGRAPHIC RELATIONS: From the Pincrest Mbr of the Tamiami Fm, Okeechobee Grp, which is interfingers with the Golden Gate Mbr, and overlies the Buckingham Mbr, both of the Tamiami Fm. Correlative with the Yorktown, Goose Neck, Duplin, and Jackson Bluff Fms. THICKNESS: Varies between 2 and 20 m across areal extent. AGE: Late Pliocene. Based on macrofossil biostratigraphy the unit is throught to represent the middle Piacenzian. STRATIGRAPHIC POSITION: Checklist representative of entire member.",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Well-sorted, clean quartz, highly fossiliferous sand. LITHIFICATION: Unithified, based on facies description and figured specimens.",sandstone,shelly/skeletal,unlithified,,Y,,,,,Y,coastal indet.,,ENVIRONMENT: Shallow marine siliciclastic setting.,biostratigraphic,"surface (float),surface (in situ),field collection,survey of museum collection",,some genera,,,,,"COLLECTOR: Unknown, presumably the authors and others. REPOSITORY: No repository stated.","COVERAGE: Includes only the more abundant and indicative species of gastropoda and bivalvia. NOMENCLATURE: Modern nomenclature, with subgenus and species-resolution assignments.","GCP,marine invertebrate",E. J. Petuch and C. E. Roberts. 2007. The geology of the Everglades and adjacent areas,167,167,167,A. Hendy,A. Hendy,A. Hendy,3/29/08,11/25/13,0,0,,,,,Pc1,Pc1,18926,18927,Tamiami (Pinecrest),0,0,,3.6,3.25,,,
80036,col,-76.63444,37.06306,"TU 856 [Rushmere Mbr, Yorktown Fm]",0,,37,Late Pliocene,Late Pliocene,3.6,2.588,Vokes and Vokes,2000,31182,"1,990,931,182",US,Virginia,Isle of Wight,stated in text,seconds,outcrop,"SPECIFIC LOCATION: Rushmere, Burwell Bay, S shore of James River, E of town of Rushmere on VA Rte 10, Virginia. Near TU 77. LAT/LONG: estimated based on Burwell Bay, Virginia.",gp_mid,-75.31,37.48,109,Yorktown,,Rushmere,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: Presumably from Rushmere Mbr of the Yorktown Fm, which unconformably overlies regionally the Eastover Fm (Late Miocene), and is unconformably overlain regionally by the Chowan River Fm. It is unknown from which member of the Yorktown Formation that this collection is derived. AGE: Early to early-Late Pliocene on the basis of known age-range of the Yorktown Formation (Ward, 1992). STRATIGRAPHIC POSITION: From unknown position within the formation.",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Sandstone. LITHIFICATION: Unlithified, on the basis of visual inspection of collection.",sandstone,,unlithified,,Y,,,,,,coastal indet.,,ENVIRONMENT: Shallow marine siliciclastic environment.,paleoecologic,"bulk,sieve,field collection",FMNH,,,,Vokes,,"COLLECTOR: H.E. Vokes. REPOSITORY: FLMNH, Gainesville, FL.","COVERAGE: Exhaustive for gastropoda, bivalvia and other macroinvertebrates. NOMENCLATURE: Lists, counts, and identifications compiled by A. Hendy, C. Ferguson, and D. Buick, in reference to Gardner (1947), and subsequent publications.",marine invertebrate,E. H. Vokes and H. E. Vokes. 2000. Catalogue of Tulane University fossil localities. Unpublished notes,167,167,167,A. Hendy,A. Hendy,A. Hendy,4/1/08,11/25/13,0,0,,,,,Pc1,Pc1,18894,18896,Yorktown (Rushmere),0,0,,3.6,3.25,,,
80038,col,-76.74389,37.14806,TU 858 [Yorktown Fm],0,,37,Late Pliocene,Late Pliocene,3.6,2.588,Vokes and Vokes,2000,31182,"1,990,931,182",US,Virginia,Surry,stated in text,seconds,outcrop,"SPECIFIC LOCATION: Chestnut Bluffs, S side of James River on Cobham's Bay, ~3 mi. N of Bacon's Castle, on VA Rte 10, Surry Co., Virginia. LAT/LONG: estimated based on Chestnut Bluffs, Virginia.",gp_mid,-75.42,37.56,109,Yorktown,,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From the Yorktown Fm, which unconformably overlies regionally the Eastover Fm (Late Miocene), and is unconformably overlain regionally by the Chowan River Fm. It is unknown from which member of the Yorktown Formation that this collection is derived. AGE: Early to early-Late Pliocene on the basis of known age-range of the Yorktown Formation (Ward, 1992). STRATIGRAPHIC POSITION: From unknown position within the formation.",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Sandstone. LITHIFICATION: Unlithified, on the basis of visual inspection of collection.",sandstone,,unlithified,,Y,,,,,,coastal indet.,,ENVIRONMENT: Shallow marine siliciclastic environment.,paleoecologic,"bulk,sieve,field collection",FMNH,,,,Vokes,,"COLLECTOR: H.E. Vokes. REPOSITORY: FLMNH, Gainesville, FL.","COVERAGE: Exhaustive for gastropoda, bivalvia and other macroinvertebrates. NOMENCLATURE: Lists, counts, and identifications compiled by A. Hendy, C. Ferguson, and D. Buick, in reference to Gardner (1943), and subsequent publications.",marine invertebrate,E. H. Vokes and H. E. Vokes. 2000. Catalogue of Tulane University fossil localities. Unpublished notes,167,167,167,A. Hendy,A. Hendy,A. Hendy,4/1/08,11/25/13,0,0,,,,,Pc1,Pc1,18896,18896,Yorktown,0,0,,3.6,3.25,,,
80040,col,-76.95528,37.23222,TU 859 [Yorktown Fm],0,,38,Late Pliocene,Late Pliocene,3.6,2.588,Vokes and Vokes,2000,31182,"1,990,931,182",US,Virginia,Surry,stated in text,seconds,outcrop,"SPECIFIC LOCATION: Above pond on property of A.P. Cutchin ""Quincohanna"", at a point 1 1/4 mi. upstream from Claremont Wharf, S bank of James River, Surry Co., Virginia. LAT/LONG: estimated based on Claremont Wharf, Virginia.",gp_mid,-75.63,37.65,109,Yorktown,,,bed,,,,,,,,"STRATIGRAPHIC RELATIONS: From the Yorktown Fm, which unconformably overlies regionally the Eastover Fm (Late Miocene), and is unconformably overlain regionally by the Chowan River Fm. It is unknown from which member of the Yorktown Formation that this collection is derived. AGE: Early to early-Late Pliocene on the basis of known age-range of the Yorktown Formation (Ward, 1992). STRATIGRAPHIC POSITION: From unknown position within the formation.",Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,"SPECIFIC LITHOLOGY: Sandstone. LITHIFICATION: Unlithified, on the basis of visual inspection of collection.",sandstone,,unlithified,,Y,,,,,,coastal indet.,,ENVIRONMENT: Shallow marine siliciclastic environment.,paleoecologic,"bulk,sieve,field collection",FLMNH,,,,Vokes,,"COLLECTOR: H.E. Vokes. REPOSITORY: FLMNH, Gainesville, FL.","COVERAGE: Exhaustive for gastropoda, bivalvia and other macroinvertebrates. NOMENCLATURE: Lists, counts, and identifications compiled by A. Hendy, C. Ferguson, and D. Buick, in reference to Gardner (1943), and subsequent publications.",marine invertebrate,E. H. Vokes and H. E. Vokes. 2000. Catalogue of Tulane University fossil localities. Unpublished notes,167,167,167,A. Hendy,A. Hendy,A. Hendy,4/1/08,11/25/13,0,0,,,,,Pc1,Pc1,18896,18896,Yorktown,0,0,,3.6,3.25,,,
80367,col,-86.616669,31.816668,ADa-2  Nanafalia,0,,59,Selandian,Thanetian,61.6,56,Toulmin,1977,124,"124,285,062,991,534,000",US,Alabama,Dale,based on nearby landmark,minutes,small collection,"Becks Mills(also known as Munns Mills) on right bank of Pea River 100 yards upstream from bridge on U.S. Highway 231 in Sec.7, T.7 N, R.23 E.",gp_mid,-58.87,35.65,109,Nanafalia,Wilcox,Ostrea Thirsae,group of beds,,,,,,,,,Thanetian,-,Thanetian,"Selandian, Thanetian","Selandian, Thanetian",,sandstone,,unlithified,,,,,,,,shallow subtidal indet.,,,biostratigraphic,field collection,,,,,,,,,"GCP,marine invertebrate","L. D. Toulmin. 1977. Stratigraphic Distribution of Paleocene and Eocene Fossils in the Eastern Gulf Coast Region. Geological Survey of Alabama, Monograph 13(1):1-602",12,64,64,A. Miller,J. Sessa,J. Sessa,4/15/08,5/13/18,0,0,,,,,Pa4,Pa4,20230,18928,Nanafalia (Ostrea thirsae),0,0,,59.2,57.3,,,
